																					
	<<Vitesse moteur>>	Puissance Brute Mesurée	Puissance à la roue	Puissance roue corrigée	Couple corrigé Roue	Puissance corrigée moteur	Couple corrigé moteur	Vitesse véhicule	Temps acquisition Mesure	Force à la Roue	Accélération Linéaire	OBD-PID13 : Vitesse du véhicule	Couple moteur brut	Puissance Pertes Calibrées Totales	Puissance Pertes Calibrées Banc	Puissance Pertes Calibrées Vehicule	Couple brut	Facteur de correction	Rapport de sortie	Rapport Global Dynamique	Facteur de pertes transmission
	tr/min	ch	ch	ch	N.m	ch	N.m	Km/h	s	N	mm/s²	Km/h	N.m	ch	ch	ch	N.m	 	 	 	%
	9450	55,16	58,02	59,9	44,52	72,15	53,62	124,2	15,15	1237	1494		51,93	2,867	2,867	0	43,13	1,032	8,605	0	25,22
	9500	57,97	60,86	62,83	46,45	75,14	55,55	124,9	15,33	1291	1141		53,8	2,899	2,899	0	45	1,032	8,605	0	25,22
	9550	59,28	62,21	64,22	47,23	76,6	56,33	125,5	15,58	1312	792,1		54,56	2,932	2,932	0	45,75	1,032	8,605	0	25,22
	9600	59,91	62,87	64,9	47,48	77,34	56,59	126,2	15,82	1319	731,9		54,8	2,965	2,965	0	46	1,032	8,605	0	25,22
	9650	60,29	63,29	65,33	47,55	77,84	56,65	126,8	16,04	1321	796		54,86	2,998	2,998	0	46,06	1,032	8,605	0	25,22
	9700	60,93	63,96	66,03	47,81	78,6	56,91	127,5	16,24	1328	902,9		55,12	3,031	3,031	0	46,31	1,032	8,605	0	25,22
	9750	61,54	64,61	66,69	48,04	79,33	57,15	128,1	16,42	1335	1021		55,34	3,065	3,065	0	46,54	1,032	8,605	0	25,22
	9800	62,05	65,15	67,26	48,2	79,96	57,3	128,8	16,58	1339	1134		55,5	3,099	3,099	0	46,69	1,032	8,605	0	25,22
	9850	62,36	65,49	67,61	48,21	80,37	57,31	129,5	16,72	1339	1229		55,5	3,133	3,133	0	46,7	1,032	8,605	0	25,22
	9900	62,46	65,63	67,75	48,07	80,59	57,17	130,1	16,86	1336	1300		55,37	3,168	3,168	0	46,56	1,032	8,605	0	25,22
	9950	62,5	65,7	67,83	47,88	80,72	56,98	130,8	16,99	1330	1358		55,18	3,202	3,202	0	46,38	1,032	8,605	0	25,22
