SESSION; TIME;RPM;THROT;WATER;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;SHIF A;
1279 ;31:13,50 ;11446 ;100 ;83;83;0,878 ;98,4 ;99,3 ;102,5 ;100,7 ;0 ;4,58 ;11,9 ;1 ;5,45 ;44,1 ;0 ;0 ;
1279 ;31:13,60 ;11474 ;100 ;83;83;0,909 ;97,3 ;97,6 ;101,5 ;102,1 ;0 ;4,60 ;11,9 ;4 ;5,45 ;44,1 ;0 ;0 ;
1279 ;31:13,70 ;11180 ;100 ;83;84;0,961 ;96,2 ;96,2 ;98,9 ;99,0 ;0 ;4,58 ;11,9 ;2 ;5,64 ;44,2 ;0 ;0 ;
1279 ;31:13,80 ;11127 ;100 ;83;84;0,895 ;94,0 ;94,0 ;98,8 ;97,5 ;0 ;4,57 ;11,9 ;4 ;5,64 ;44,2 ;0 ;0 ;
1279 ;31:13,90 ;10901 ;100 ;83;84;1,228 ;93,0 ;93,3 ;96,1 ;95,5 ;0 ;4,56 ;11,9 ;2 ;5,64 ;44,0 ;0 ;0 ;
1279 ;31:14,00 ;10901 ;100 ;83;84;1,357 ;91,2 ;92,0 ;93,0 ;93,5 ;0 ;4,59 ;11,9 ;1 ;5,64 ;44,0 ;0 ;0 ;
1279 ;31:14,10 ;11180 ;100 ;83;86;0,847 ;90,3 ;91,1 ;90,3 ;91,7 ;0 ;4,65 ;12,1 ;0 ;10,95 ;44,4 ;0 ;0 ;
1279 ;31:14,20 ;12466 ;100 ;83;83;0,767 ;91,2 ;91,4 ;94,0 ;94,2 ;0 ;4,70 ;12,2 ;2 ;5,60 ;44,0 ;0 ;1 ;
1279 ;31:14,30 ;12592 ;100 ;83;83;0,776 ;88,9 ;90,2 ;93,4 ;92,4 ;0 ;4,58 ;11,9 ;2 ;5,60 ;44,0 ;0 ;0 ;
1279 ;31:14,40 ;12278 ;100 ;83;83;0,798 ;88,2 ;88,3 ;91,6 ;91,1 ;0 ;4,61 ;11,9 ;3 ;5,60 ;44,0 ;0 ;0 ;
1279 ;31:14,50 ;12207 ;100 ;83;83;0,797 ;86,2 ;86,7 ;89,1 ;89,3 ;0 ;4,60 ;11,9 ;2 ;5,60 ;44,0 ;0 ;0 ;
1279 ;31:14,60 ;11889 ;100 ;83;83;0,835 ;84,3 ;85,1 ;86,5 ;87,8 ;0 ;4,58 ;11,9 ;1 ;5,56 ;44,0 ;0 ;0 ;
1279 ;31:14,70 ;11726 ;100 ;83;83;0,878 ;82,4 ;83,0 ;85,0 ;85,8 ;0 ;4,61 ;11,9 ;2 ;5,53 ;44,0 ;0 ;0 ;
1279 ;31:14,80 ;11370 ;100 ;83;84;0,919 ;81,0 ;81,4 ;84,3 ;83,8 ;0 ;4,58 ;11,9 ;3 ;5,64 ;44,1 ;0 ;0 ;
1279 ;31:14,90 ;11160 ;100 ;83;84;0,953 ;79,0 ;79,7 ;82,4 ;82,0 ;0 ;4,56 ;11,9 ;3 ;5,64 ;44,2 ;0 ;0 ;
1279 ;31:15,00 ;10813 ;100 ;84;84;0,974 ;76,9 ;77,3 ;80,1 ;79,6 ;0 ;4,55 ;11,9 ;3 ;5,64 ;43,8 ;0 ;0 ;
1279 ;31:15,10 ;10647 ;100 ;84;84;0,996 ;74,8 ;75,3 ;77,7 ;78,3 ;0 ;4,58 ;11,9 ;3 ;5,64 ;43,3 ;0 ;0 ;
1279 ;31:15,20 ;10268 ;100 ;84;85;0,965 ;73,0 ;73,1 ;75,8 ;76,0 ;0 ;4,58 ;12,0 ;3 ;5,82 ;41,4 ;0 ;0 ;
1279 ;31:15,30 ;10091 ;100 ;84;84;1,310 ;71,1 ;70,9 ;73,7 ;73,8 ;0 ;4,62 ;12,0 ;3 ;5,64 ;39,8 ;0 ;0 ;
1279 ;31:15,40 ;9669 ;100 ;84;85;1,383 ;68,7 ;68,9 ;72,9 ;71,9 ;0 ;4,53 ;11,9 ;4 ;5,78 ;41,1 ;0 ;0 ;
1279 ;31:15,50 ;9915 ;100 ;84;88;0,815 ;66,5 ;66,7 ;75,5 ;75,2 ;0 ;4,61 ;12,0 ;12 ;11,03 ;40,1 ;0 ;0 ;
1279 ;31:15,60 ;12073 ;100 ;84;84;0,781 ;65,7 ;65,7 ;68,0 ;67,3 ;0 ;4,66 ;12,2 ;2 ;5,75 ;44,0 ;0 ;1 ;
1279 ;31:15,70 ;12311 ;100 ;84;83;0,823 ;63,4 ;63,4 ;66,0 ;65,9 ;0 ;4,57 ;11,9 ;3 ;5,60 ;44,0 ;0 ;0 ;
1279 ;31:15,80 ;11965 ;100 ;84;83;0,879 ;60,8 ;61,1 ;63,4 ;63,6 ;0 ;4,55 ;11,9 ;3 ;5,58 ;44,0 ;0 ;0 ;
1279 ;31:15,90 ;11398 ;100 ;84;84;0,927 ;58,4 ;58,6 ;61,9 ;61,1 ;0 ;4,58 ;11,9 ;4 ;5,64 ;44,1 ;0 ;0 ;
1279 ;31:16,00 ;10926 ;100 ;84;84;0,911 ;55,6 ;55,8 ;58,9 ;58,1 ;0 ;4,54 ;11,9 ;4 ;5,64 ;44,1 ;0 ;0 ;
1279 ;31:16,10 ;10439 ;100 ;84;85;0,893 ;52,6 ;52,9 ;55,7 ;55,3 ;0 ;4,60 ;11,9 ;4 ;5,82 ;42,3 ;0 ;0 ;
1279 ;31:16,20 ;9780 ;100 ;84;86;0,876 ;49,7 ;50,3 ;52,0 ;52,2 ;0 ;4,56 ;12,0 ;3 ;5,95 ;40,6 ;0 ;0 ;
