SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;
2230 ;2:29,10 ;7046 ;13 ;90;44;38;0,938 ;37,1 ;36,8 ;38,1 ;0,9 ;0 ;4,72 ;11,9 ;-72 ;1,97 ;30,7 ;0 ;
2230 ;2:29,20 ;7083 ;13 ;90;44;37;0,961 ;37,5 ;36,8 ;38,4 ;15,7 ;0 ;4,68 ;12,0 ;-43 ;1,92 ;30,4 ;0 ;
2230 ;2:29,30 ;7134 ;13 ;90;44;37;0,982 ;37,4 ;37,3 ;38,0 ;15,7 ;0 ;4,66 ;12,0 ;-43 ;1,92 ;30,4 ;0 ;
2230 ;2:29,40 ;7186 ;13 ;90;44;37;0,984 ;37,5 ;37,5 ;38,5 ;3,1 ;0 ;4,68 ;11,9 ;-68 ;1,92 ;30,4 ;0 ;
2230 ;2:29,50 ;7219 ;13 ;90;44;36;0,989 ;38,0 ;37,6 ;38,3 ;12,5 ;0 ;4,67 ;11,9 ;-50 ;1,86 ;30,1 ;0 ;
2230 ;2:29,60 ;7253 ;13 ;90;44;36;1,009 ;37,9 ;38,0 ;38,7 ;696,5 ;0 ;4,70 ;11,9 ;434 ;1,86 ;30,1 ;0 ;
2230 ;2:29,70 ;7292 ;13 ;91;44;36;1,015 ;38,2 ;38,2 ;39,2 ;696,5 ;0 ;4,68 ;11,9 ;432 ;1,86 ;30,1 ;0 ;
2230 ;2:29,80 ;7344 ;13 ;91;44;35;1,030 ;38,2 ;38,4 ;39,0 ;164,5 ;0 ;4,70 ;11,9 ;83 ;1,81 ;29,8 ;0 ;
2230 ;2:29,90 ;7370 ;13 ;91;44;34;1,030 ;38,8 ;38,8 ;40,1 ;4,0 ;0 ;4,70 ;11,9 ;-66 ;1,75 ;29,5 ;0 ;
2230 ;2:30,00 ;7467 ;12 ;91;44;34;1,016 ;39,1 ;39,1 ;40,0 ;6,4 ;0 ;4,70 ;11,8 ;-62 ;1,75 ;29,5 ;0 ;
2230 ;2:30,10 ;7479 ;13 ;91;44;33;0,984 ;39,3 ;39,2 ;40,2 ;15,4 ;0 ;4,70 ;11,9 ;-45 ;1,70 ;29,2 ;0 ;
2230 ;2:30,20 ;7606 ;13 ;91;44;33;0,929 ;39,9 ;39,7 ;40,6 ;7,9 ;0 ;4,67 ;11,9 ;-59 ;1,70 ;29,2 ;0 ;
2230 ;2:30,30 ;7621 ;13 ;91;44;32;0,908 ;40,4 ;40,2 ;40,6 ;17,0 ;0 ;4,69 ;12,0 ;-43 ;1,65 ;29,0 ;0 ;
2230 ;2:30,40 ;7693 ;12 ;91;44;32;0,883 ;40,7 ;40,3 ;41,5 ;189,3 ;0 ;4,68 ;11,8 ;92 ;1,65 ;29,0 ;0 ;
2230 ;2:30,50 ;7763 ;12 ;91;44;31;0,875 ;41,0 ;40,9 ;41,8 ;68,3 ;0 ;4,73 ;11,9 ;18 ;1,63 ;28,6 ;0 ;
2230 ;2:30,60 ;7848 ;12 ;91;44;30;0,869 ;41,5 ;41,1 ;42,0 ;78,4 ;0 ;4,71 ;11,9 ;23 ;1,62 ;28,3 ;0 ;
2230 ;2:30,70 ;7938 ;12 ;91;43;29;0,874 ;41,9 ;41,6 ;42,6 ;9,8 ;0 ;4,72 ;12,0 ;-57 ;1,61 ;28,1 ;0 ;
