SESSION; TIME;RPM;THROT;WATER;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;TRAC %;FUEL P;VOLTS;SLIP%;INJ;ADV;LAUC S;SHIF A;INJ %;CAM T;
1325 ;0:02,50 ;5592 ;57 ;80;83;0,500 ;32,9 ;29,0 ;31,8 ;27,9 ;0 ;4,51 ;11,8 ;-12 ;9,68 ;31,7 ;0 ;0 ;45 ;0 ;
1325 ;0:02,60 ;5772 ;47 ;80;83;0,500 ;33,9 ;29,8 ;33,0 ;28,8 ;0 ;4,62 ;11,8 ;-12 ;10,16 ;32,8 ;0 ;0 ;49 ;0 ;
1325 ;0:02,70 ;5926 ;57 ;80;82;0,500 ;34,9 ;30,5 ;33,8 ;29,5 ;0 ;4,53 ;11,8 ;-12 ;10,41 ;33,9 ;0 ;0 ;52 ;0 ;
1325 ;0:02,80 ;6083 ;56 ;80;82;0,500 ;36,0 ;31,5 ;34,8 ;30,3 ;0 ;4,52 ;11,8 ;-12 ;10,90 ;34,6 ;0 ;0 ;55 ;0 ;
1325 ;0:02,90 ;6273 ;53 ;80;81;0,500 ;37,1 ;32,5 ;36,5 ;31,1 ;0 ;4,57 ;11,8 ;-12 ;11,24 ;35,4 ;0 ;0 ;59 ;0 ;
1325 ;0:03,00 ;6332 ;49 ;80;81;0,500 ;38,1 ;33,5 ;37,2 ;31,9 ;0 ;4,55 ;11,8 ;-12 ;11,42 ;35,6 ;0 ;0 ;60 ;0 ;
1325 ;0:03,10 ;6623 ;53 ;80;78;0,500 ;38,8 ;34,2 ;38,6 ;33,9 ;0 ;4,58 ;11,8 ;-9 ;10,63 ;36,7 ;0 ;0 ;59 ;0 ;
1325 ;0:03,20 ;6988 ;53 ;80;76;0,500 ;39,0 ;34,4 ;38,6 ;34,3 ;0 ;4,56 ;11,7 ;-9 ;10,76 ;37,9 ;0 ;0 ;63 ;0 ;
1325 ;0:03,30 ;6783 ;47 ;80;67;0,500 ;39,5 ;34,6 ;39,0 ;34,3 ;0 ;4,56 ;11,8 ;-10 ;6,81 ;38,9 ;0 ;0 ;38 ;0 ;
1325 ;0:03,40 ;6694 ;34 ;80;58;0,500 ;40,0 ;34,9 ;39,7 ;35,3 ;0 ;4,61 ;11,8 ;-9 ;5,88 ;40,0 ;0 ;0 ;33 ;0 ;
1325 ;0:03,50 ;6939 ;24 ;80;55;0,500 ;40,1 ;35,4 ;39,6 ;35,8 ;0 ;4,62 ;11,7 ;-8 ;5,48 ;39,3 ;0 ;0 ;31 ;0 ;
1325 ;0:03,60 ;7164 ;30 ;80;52;0,500 ;40,6 ;35,3 ;39,7 ;41,6 ;0 ;4,57 ;11,8 ;-1 ;5,29 ;38,4 ;0 ;0 ;32 ;0 ;
1325 ;0:03,70 ;7440 ;33 ;80;52;0,500 ;39,8 ;35,2 ;39,7 ;40,7 ;0 ;4,59 ;11,8 ;0 ;2,48 ;38,4 ;0 ;0 ;15 ;0 ;
1325 ;0:03,80 ;7396 ;29 ;80;51;0,500 ;39,6 ;34,9 ;39,2 ;38,5 ;0 ;4,58 ;11,8 ;-2 ;2,42 ;38,1 ;0 ;0 ;15 ;0 ;
1325 ;0:03,90 ;7233 ;30 ;80;52;0,500 ;39,1 ;34,6 ;38,7 ;38,3 ;0 ;4,62 ;11,8 ;-1 ;2,47 ;38,4 ;0 ;0 ;15 ;0 ;
1325 ;0:04,00 ;7270 ;31 ;80;54;0,500 ;38,6 ;34,2 ;38,6 ;36,8 ;0 ;4,62 ;11,8 ;-3 ;2,58 ;39,0 ;0 ;0 ;15 ;0 ;
1325 ;0:04,10 ;7126 ;28 ;80;58;0,500 ;38,1 ;33,5 ;38,0 ;38,1 ;0 ;4,61 ;11,9 ;0 ;2,78 ;41,1 ;0 ;0 ;16 ;0 ;
1325 ;0:04,20 ;7004 ;30 ;80;61;0,500 ;37,5 ;32,8 ;37,4 ;38,1 ;0 ;4,60 ;11,7 ;0 ;2,95 ;42,4 ;0 ;0 ;17 ;0 ;
1325 ;0:04,30 ;6873 ;34 ;80;62;0,501 ;36,4 ;32,1 ;36,9 ;38,9 ;0 ;4,60 ;11,7 ;2 ;2,92 ;41,3 ;0 ;0 ;16 ;0 ;
1325 ;0:04,40 ;6658 ;34 ;80;64;0,501 ;35,8 ;31,5 ;35,6 ;35,8 ;0 ;4,63 ;11,6 ;0 ;2,94 ;39,7 ;0 ;0 ;16 ;0 ;
1325 ;0:04,50 ;6384 ;34 ;80;64;0,501 ;35,4 ;31,3 ;35,0 ;33,0 ;0 ;4,63 ;11,8 ;-5 ;2,84 ;38,6 ;0 ;0 ;15 ;0 ;
1325 ;0:04,60 ;6218 ;34 ;80;63;0,500 ;34,9 ;31,0 ;34,9 ;34,1 ;0 ;4,66 ;11,8 ;-1 ;2,71 ;38,3 ;0 ;0 ;14 ;0 ;
1325 ;0:04,70 ;6632 ;32 ;80;59;0,501 ;33,9 ;30,0 ;34,2 ;37,6 ;0 ;4,67 ;11,7 ;3 ;2,71 ;40,2 ;0 ;0 ;15 ;0 ;
1325 ;0:04,80 ;6351 ;30 ;80;54;0,502 ;33,3 ;30,3 ;33,1 ;30,3 ;0 ;4,56 ;11,9 ;-6 ;2,56 ;38,6 ;0 ;0 ;13 ;0 ;
1325 ;0:04,90 ;5965 ;20 ;80;42;0,503 ;33,3 ;30,9 ;32,5 ;30,5 ;0 ;4,58 ;11,8 ;-6 ;2,10 ;32,7 ;0 ;0 ;10 ;0 ;
1325 ;0:05,00 ;6071 ;14 ;80;39;0,500 ;33,6 ;32,3 ;33,3 ;32,3 ;0 ;4,56 ;11,8 ;-3 ;2,07 ;31,0 ;0 ;0 ;10 ;0 ;
1325 ;0:05,10 ;6210 ;13 ;80;38;0,502 ;34,0 ;33,1 ;33,4 ;32,9 ;0 ;4,61 ;11,9 ;-2 ;2,01 ;30,7 ;0 ;0 ;10 ;0 ;
1325 ;0:05,20 ;6298 ;16 ;80;38;0,501 ;34,6 ;34,3 ;34,1 ;33,6 ;0 ;4,64 ;11,7 ;-2 ;2,01 ;30,7 ;0 ;0 ;10 ;0 ;
1325 ;0:05,30 ;6463 ;17 ;80;40;0,503 ;35,2 ;35,3 ;34,3 ;34,2 ;0 ;4,63 ;11,8 ;-3 ;2,08 ;31,6 ;0 ;0 ;11 ;0 ;
1325 ;0:05,40 ;6065 ;14 ;80;42;0,504 ;36,2 ;36,7 ;34,5 ;34,9 ;0 ;4,55 ;11,9 ;-5 ;2,10 ;32,8 ;0 ;0 ;10 ;0 ;
1325 ;0:05,50 ;6368 ;14 ;80;47;0,500 ;36,6 ;37,8 ;36,7 ;37,9 ;0 ;4,67 ;11,7 ;-2 ;2,18 ;36,3 ;0 ;0 ;11 ;0 ;
1325 ;0:05,60 ;7431 ;32 ;80;60;0,500 ;35,9 ;37,6 ;37,5 ;38,0 ;0 ;4,61 ;11,8 ;0 ;2,93 ;42,8 ;0 ;0 ;18 ;0 ;
1325 ;0:05,70 ;7148 ;34 ;80;64;0,500 ;35,7 ;37,6 ;35,5 ;37,6 ;0 ;4,60 ;11,8 ;-4 ;3,10 ;41,6 ;0 ;0 ;18 ;0 ;
1325 ;0:05,80 ;6773 ;32 ;80;64;0,501 ;36,1 ;38,0 ;36,0 ;38,1 ;0 ;4,61 ;11,8 ;-3 ;2,98 ;40,2 ;0 ;0 ;17 ;0 ;
1325 ;0:05,90 ;6667 ;33 ;80;65;0,500 ;36,2 ;38,5 ;36,4 ;38,3 ;0 ;4,61 ;11,9 ;-4 ;3,00 ;39,3 ;0 ;0 ;16 ;0 ;
1325 ;0:06,00 ;6838 ;33 ;80;73;0,500 ;35,9 ;38,6 ;36,5 ;38,5 ;0 ;4,57 ;11,8 ;-4 ;3,95 ;38,0 ;0 ;0 ;22 ;0 ;
1325 ;0:06,10 ;7046 ;58 ;80;90;0,500 ;35,5 ;38,1 ;37,6 ;38,9 ;0 ;4,59 ;11,7 ;0 ;5,31 ;37,5 ;0 ;0 ;32 ;0 ;
1325 ;0:06,20 ;7527 ;86 ;80;93;0,500 ;34,2 ;36,1 ;35,5 ;36,6 ;0 ;4,61 ;11,7 ;-1 ;5,51 ;41,0 ;0 ;0 ;35 ;0 ;
1325 ;0:06,30 ;6906 ;80 ;80;93;0,500 ;34,4 ;36,1 ;34,5 ;36,1 ;0 ;4,55 ;11,8 ;-3 ;8,96 ;36,5 ;0 ;0 ;51 ;0 ;
1325 ;0:06,40 ;6858 ;86 ;80;93;0,500 ;34,7 ;36,4 ;34,4 ;36,3 ;0 ;4,60 ;11,7 ;-4 ;9,43 ;36,2 ;0 ;0 ;54 ;0 ;
1325 ;0:06,50 ;6749 ;88 ;80;93;0,500 ;35,0 ;36,7 ;34,6 ;35,2 ;0 ;4,57 ;11,6 ;-5 ;9,90 ;35,7 ;0 ;0 ;56 ;0 ;
1325 ;0:06,60 ;6670 ;99 ;80;94;0,500 ;35,3 ;38,2 ;34,2 ;37,7 ;0 ;4,61 ;11,7 ;-8 ;10,43 ;35,3 ;0 ;0 ;58 ;0 ;
1325 ;0:06,70 ;6906 ;91 ;80;94;0,500 ;36,1 ;39,3 ;35,4 ;38,5 ;0 ;4,62 ;11,6 ;-8 ;10,96 ;36,4 ;0 ;0 ;63 ;0 ;
1325 ;0:06,80 ;7067 ;87 ;80;94;0,500 ;37,4 ;40,0 ;36,4 ;39,4 ;0 ;4,58 ;11,6 ;-7 ;11,50 ;37,4 ;0 ;0 ;68 ;0 ;
1325 ;0:06,90 ;7284 ;91 ;80;93;0,500 ;38,5 ;40,7 ;37,8 ;40,0 ;0 ;4,55 ;11,7 ;-5 ;12,34 ;39,2 ;0 ;0 ;75 ;0 ;
1325 ;0:07,00 ;7437 ;88 ;80;92;0,500 ;39,8 ;41,5 ;39,2 ;40,7 ;0 ;4,55 ;11,7 ;-4 ;13,12 ;40,4 ;0 ;0 ;82 ;0 ;
1325 ;0:07,10 ;7646 ;87 ;80;92;0,500 ;41,3 ;41,3 ;40,3 ;40,7 ;0 ;4,55 ;11,7 ;-2 ;13,93 ;42,0 ;0 ;0 ;90 ;0 ;
1325 ;0:07,20 ;7422 ;88 ;80;93;0,500 ;45,2 ;40,8 ;39,8 ;40,3 ;0 ;4,59 ;11,6 ;-11 ;9,79 ;40,2 ;0 ;0 ;61 ;0 ;
1325 ;0:07,30 ;7123 ;86 ;80;93;0,500 ;45,7 ;43,3 ;42,3 ;41,2 ;0 ;4,57 ;11,7 ;-9 ;10,06 ;37,9 ;0 ;0 ;60 ;0 ;
1325 ;0:07,40 ;7848 ;92 ;80;91;0,500 ;44,2 ;45,1 ;44,1 ;43,4 ;0 ;4,51 ;11,6 ;-3 ;11,30 ;43,7 ;0 ;0 ;75 ;0 ;
1325 ;0:07,50 ;8827 ;86 ;80;88;0,500 ;43,7 ;46,3 ;49,6 ;48,0 ;0 ;4,58 ;11,6 ;4 ;12,95 ;42,4 ;0 ;0 ;97 ;0 ;
1325 ;0:07,60 ;10234 ;96 ;80;87;0,500 ;41,3 ;47,4 ;56,1 ;52,0 ;0 ;4,56 ;11,7 ;11 ;14,01 ;41,3 ;0 ;0 ;100 ;0 ;
1325 ;0:07,70 ;12096 ;87 ;80;83;0,500 ;40,3 ;45,6 ;61,0 ;68,0 ;0 ;4,56 ;11,5 ;37 ;13,38 ;44,0 ;0 ;0 ;100 ;0 ;
1325 ;0:07,80 ;12384 ;87 ;80;82;0,500 ;40,7 ;43,4 ;67,2 ;66,8 ;0 ;4,60 ;11,7 ;54 ;5,45 ;44,0 ;0 ;0 ;57 ;0 ;
1325 ;0:07,90 ;11919 ;90 ;79;82;0,500 ;41,0 ;42,8 ;63,4 ;63,6 ;0 ;4,57 ;11,7 ;48 ;5,42 ;44,0 ;0 ;0 ;54 ;0 ;
1325 ;0:08,00 ;11295 ;87 ;79;83;0,500 ;40,6 ;40,6 ;59,7 ;62,1 ;0 ;4,56 ;11,7 ;48 ;5,40 ;44,1 ;0 ;0 ;51 ;0 ;
1325 ;0:08,10 ;10825 ;76 ;79;80;0,500 ;37,6 ;40,0 ;56,7 ;59,5 ;0 ;4,57 ;11,7 ;43 ;5,17 ;43,9 ;0 ;0 ;47 ;0 ;
1325 ;0:08,20 ;10290 ;66 ;79;77;0,500 ;33,7 ;39,8 ;53,2 ;57,0 ;0 ;4,57 ;11,7 ;35 ;4,93 ;41,6 ;0 ;0 ;43 ;0 ;
1325 ;0:08,30 ;9610 ;66 ;79;74;0,500 ;31,2 ;40,8 ;48,8 ;51,7 ;0 ;4,59 ;11,7 ;21 ;4,41 ;41,2 ;0 ;0 ;35 ;0 ;
1325 ;0:08,40 ;8865 ;54 ;79;63;0,500 ;31,4 ;39,6 ;48,5 ;47,0 ;0 ;4,51 ;11,8 ;19 ;3,52 ;41,2 ;0 ;0 ;26 ;0 ;
1325 ;0:08,50 ;8476 ;48 ;79;66;0,500 ;30,8 ;38,2 ;46,6 ;44,1 ;0 ;4,57 ;11,8 ;17 ;3,63 ;43,7 ;0 ;0 ;25 ;0 ;
1325 ;0:08,60 ;7621 ;52 ;79;75;0,500 ;30,7 ;37,6 ;42,0 ;40,6 ;0 ;4,61 ;11,9 ;8 ;4,30 ;41,8 ;0 ;0 ;27 ;0 ;
1325 ;0:08,70 ;7321 ;47 ;79;77;0,500 ;29,4 ;35,5 ;40,5 ;38,8 ;0 ;4,56 ;11,8 ;10 ;4,49 ;39,9 ;0 ;0 ;27 ;0 ;
1325 ;0:08,80 ;6858 ;51 ;79;80;0,500 ;28,7 ;35,1 ;38,0 ;36,0 ;0 ;4,57 ;11,9 ;3 ;4,68 ;37,5 ;0 ;0 ;27 ;0 ;
1325 ;0:08,90 ;6578 ;48 ;79;81;0,500 ;27,7 ;33,8 ;33,9 ;34,7 ;0 ;4,61 ;11,7 ;0 ;4,69 ;36,5 ;0 ;0 ;25 ;0 ;
1325 ;0:09,00 ;6501 ;46 ;79;80;0,502 ;26,5 ;32,9 ;32,8 ;33,1 ;0 ;4,57 ;11,9 ;0 ;4,62 ;36,2 ;0 ;0 ;25 ;0 ;
1325 ;0:09,10 ;6101 ;41 ;79;77;0,502 ;25,7 ;31,8 ;28,5 ;31,3 ;0 ;4,59 ;11,8 ;-8 ;4,38 ;35,1 ;0 ;0 ;22 ;0 ;
1325 ;0:09,20 ;6565 ;36 ;79;64;0,501 ;25,3 ;31,4 ;32,8 ;30,8 ;0 ;4,58 ;11,8 ;0 ;2,91 ;39,3 ;0 ;0 ;16 ;0 ;
1325 ;0:09,30 ;6850 ;28 ;79;57;0,500 ;24,8 ;31,0 ;30,8 ;30,8 ;0 ;4,58 ;11,8 ;0 ;2,69 ;40,1 ;0 ;0 ;15 ;0 ;
1325 ;0:09,40 ;7181 ;29 ;79;54;0,500 ;24,3 ;30,5 ;27,1 ;30,1 ;0 ;4,64 ;11,7 ;-8 ;2,57 ;39,0 ;0 ;0 ;15 ;0 ;
1325 ;0:09,50 ;7581 ;34 ;79;50;0,500 ;23,6 ;29,1 ;33,0 ;28,9 ;0 ;4,60 ;11,9 ;2 ;2,38 ;37,8 ;0 ;0 ;15 ;0 ;
1325 ;0:09,60 ;7891 ;32 ;79;48;0,500 ;23,1 ;29,1 ;30,8 ;29,1 ;0 ;4,59 ;11,8 ;1 ;2,27 ;37,2 ;0 ;0 ;15 ;0 ;
1325 ;0:09,70 ;8155 ;31 ;79;47;0,500 ;22,5 ;28,3 ;24,9 ;27,8 ;0 ;4,60 ;11,8 ;-9 ;2,23 ;37,0 ;0 ;0 ;15 ;0 ;
1325 ;0:09,80 ;8252 ;32 ;79;49;0,500 ;22,0 ;27,1 ;26,0 ;26,4 ;0 ;4,59 ;11,8 ;-3 ;2,36 ;37,5 ;0 ;0 ;16 ;0 ;
1325 ;0:09,90 ;8155 ;35 ;79;53;0,500 ;21,2 ;26,3 ;29,0 ;26,0 ;0 ;4,64 ;11,7 ;1 ;2,62 ;38,7 ;0 ;0 ;18 ;0 ;
1325 ;0:10,00 ;8259 ;34 ;78;52;0,500 ;20,7 ;25,6 ;22,6 ;25,1 ;0 ;4,62 ;11,9 ;-9 ;2,56 ;38,4 ;0 ;0 ;17 ;0 ;
1325 ;0:10,10 ;8303 ;35 ;78;51;0,500 ;20,0 ;24,0 ;21,8 ;23,7 ;0 ;4,62 ;11,8 ;-7 ;2,51 ;38,1 ;0 ;0 ;17 ;0 ;
1325 ;0:10,20 ;8381 ;36 ;78;49;0,500 ;19,2 ;23,1 ;24,7 ;23,0 ;0 ;4,61 ;11,8 ;1 ;2,38 ;37,5 ;0 ;0 ;16 ;0 ;
1325 ;0:10,30 ;8688 ;35 ;78;48;0,500 ;18,7 ;22,2 ;19,4 ;21,7 ;0 ;4,58 ;11,8 ;-10 ;2,35 ;37,3 ;0 ;0 ;17 ;0 ;
1325 ;0:10,40 ;9186 ;36 ;78;47;0,500 ;18,0 ;20,8 ;20,5 ;20,5 ;0 ;4,58 ;11,8 ;-1 ;2,32 ;37,3 ;0 ;0 ;18 ;0 ;
1325 ;0:10,50 ;9522 ;36 ;78;47;0,500 ;17,4 ;19,5 ;19,0 ;19,4 ;0 ;4,57 ;11,8 ;-2 ;2,36 ;38,0 ;0 ;0 ;19 ;0 ;
1325 ;0:10,60 ;9650 ;36 ;78;48;0,500 ;16,7 ;18,3 ;17,7 ;18,3 ;0 ;4,57 ;11,8 ;-2 ;2,50 ;38,2 ;0 ;0 ;20 ;0 ;
1325 ;0:10,70 ;9694 ;38 ;78;48;0,500 ;16,0 ;17,0 ;17,0 ;17,1 ;0 ;4,60 ;11,7 ;0 ;2,50 ;38,2 ;0 ;0 ;20 ;0 ;
1325 ;0:10,80 ;9610 ;44 ;78;50;0,500 ;15,1 ;16,0 ;15,7 ;16,0 ;0 ;4,62 ;11,8 ;-1 ;2,71 ;38,8 ;0 ;0 ;22 ;0 ;
1325 ;0:10,90 ;9384 ;44 ;78;51;0,500 ;14,2 ;15,1 ;15,1 ;15,1 ;0 ;4,59 ;11,7 ;0 ;2,77 ;39,0 ;0 ;0 ;22 ;0 ;
1325 ;0:11,00 ;9146 ;38 ;78;52;0,500 ;13,2 ;14,3 ;13,8 ;14,2 ;0 ;4,62 ;11,8 ;-2 ;2,80 ;39,2 ;0 ;0 ;21 ;0 ;
1325 ;0:11,10 ;8932 ;40 ;78;53;0,500 ;12,4 ;13,4 ;13,1 ;13,4 ;0 ;4,65 ;11,8 ;-2 ;2,83 ;39,4 ;0 ;0 ;21 ;0 ;
1325 ;0:11,20 ;8692 ;42 ;78;55;0,500 ;11,4 ;12,7 ;11,8 ;12,8 ;0 ;4,62 ;11,8 ;-5 ;2,90 ;39,7 ;0 ;0 ;21 ;0 ;
1325 ;0:11,30 ;8589 ;43 ;78;57;0,500 ;10,5 ;12,1 ;10,9 ;12,0 ;0 ;4,62 ;11,8 ;-8 ;3,02 ;41,2 ;0 ;0 ;21 ;0 ;
1325 ;0:11,40 ;8495 ;45 ;78;60;0,500 ;9,7 ;11,4 ;9,7 ;11,3 ;0 ;4,63 ;11,8 ;-11 ;3,25 ;43,8 ;0 ;0 ;23 ;0 ;
1325 ;0:11,50 ;8472 ;44 ;78;59;0,500 ;8,8 ;10,7 ;9,0 ;10,4 ;0 ;4,60 ;11,7 ;-13 ;3,16 ;43,0 ;0 ;0 ;22 ;0 ;
1325 ;0:11,60 ;9132 ;46 ;78;56;0,500 ;8,2 ;9,8 ;8,2 ;9,5 ;0 ;4,63 ;11,8 ;-13 ;3,13 ;40,0 ;0 ;0 ;24 ;0 ;
1325 ;0:11,70 ;9585 ;44 ;78;51;0,500 ;7,3 ;8,7 ;7,7 ;8,5 ;0 ;4,55 ;11,8 ;-9 ;2,81 ;39,1 ;0 ;0 ;22 ;0 ;
1325 ;0:11,80 ;10262 ;44 ;78;48;0,500 ;5,8 ;7,5 ;8,4 ;7,6 ;0 ;4,61 ;11,7 ;4 ;2,56 ;38,2 ;0 ;0 ;22 ;0 ;
1325 ;0:11,90 ;11638 ;41 ;78;45;0,500 ;4,6 ;5,5 ;5,2 ;5,6 ;0 ;4,62 ;11,7 ;-3 ;2,42 ;36,5 ;0 ;0 ;24 ;0 ;
1325 ;0:12,00 ;12833 ;39 ;78;45;0,500 ;3,7 ;4,5 ;3,7 ;4,5 ;0 ;4,59 ;11,7 ;-13 ;2,48 ;36,7 ;0 ;0 ;27 ;0 ;
1325 ;0:12,10 ;13232 ;41 ;78;46;0,500 ;3,6 ;4,4 ;3,6 ;4,3 ;0 ;4,57 ;11,7 ;-15 ;2,52 ;37,3 ;0 ;0 ;28 ;0 ;
1325 ;0:12,20 ;13241 ;43 ;78;46;0,500 ;3,7 ;4,5 ;3,6 ;4,3 ;0 ;4,59 ;11,7 ;-17 ;2,52 ;37,3 ;0 ;0 ;28 ;0 ;
1325 ;0:12,30 ;13279 ;41 ;78;46;0,500 ;3,7 ;4,5 ;3,6 ;4,4 ;0 ;4,59 ;11,7 ;-15 ;2,52 ;37,3 ;0 ;0 ;28 ;0 ;
1325 ;0:12,40 ;13241 ;45 ;78;45;0,500 ;3,9 ;4,7 ;3,8 ;4,5 ;0 ;4,57 ;11,7 ;-17 ;2,48 ;36,7 ;0 ;0 ;27 ;0 ;
1325 ;0:12,50 ;13185 ;40 ;78;45;0,500 ;4,0 ;4,9 ;3,9 ;4,7 ;0 ;4,57 ;11,7 ;-16 ;2,48 ;36,7 ;0 ;0 ;27 ;0 ;
1325 ;0:12,60 ;13130 ;42 ;78;45;0,500 ;4,2 ;5,1 ;4,1 ;5,0 ;0 ;4,57 ;11,7 ;-15 ;2,48 ;36,7 ;0 ;0 ;27 ;0 ;
1325 ;0:12,70 ;13066 ;45 ;78;47;0,500 ;4,3 ;5,3 ;4,2 ;5,1 ;0 ;4,59 ;11,7 ;-16 ;2,56 ;38,0 ;0 ;0 ;28 ;0 ;
1325 ;0:12,80 ;13402 ;41 ;78;51;0,500 ;4,5 ;5,4 ;4,4 ;5,3 ;0 ;4,58 ;11,7 ;-14 ;3,12 ;39,1 ;0 ;0 ;35 ;0 ;
1325 ;0:12,90 ;13807 ;53 ;78;60;0,500 ;4,7 ;5,6 ;4,6 ;5,5 ;0 ;4,58 ;11,6 ;-14 ;3,95 ;43,4 ;0 ;0 ;46 ;0 ;
1325 ;0:13,00 ;13696 ;53 ;78;57;0,500 ;4,9 ;5,7 ;4,7 ;5,6 ;0 ;4,60 ;11,7 ;-14 ;3,74 ;41,7 ;0 ;0 ;43 ;0 ;
